play,comments,danmu,favorites,coins
32073,239,449,1640,1244
853,28,14,14,30
184,1,4,7,2
1809,57,447,26,61
102,3,1,3,0
1671,12,85,22,51
234,4,6,1,0
222,0,1,3,1
106,1,0,2,2
94,3,4,4,1
253,2,1,2,0
120,0,0,0,0
102,2,1,4,4
22,0,0,0,0
433,8,4,26,2
4172,40,43,25,17
10,0,0,0,0
33,4,1,2,10
8,0,0,1,0
378,4,12,20,6
259,0,0,2,2
76,0,0,2,5
155,33,44,5,21
24,5,0,0,2
45,0,6,0,2
294,5,22,1,2
49,2,2,1,0
978,5,2,20,2
29,6,2,1,0
2948,8,27,110,4
948,4,11,6,0
50,1,0,1,0
1027,6,6,7,5
81,14,211,0,16
49,0,0,4,0
92,3,2,3,0
115,0,4,0,0
18,0,0,0,0
17543,7,3,6,9
71,0,0,0,0
611,19,12,24,15
55,2,1,0,0
2303,9,49,21,4
352,4,15,11,14
11049,66,218,129,147
136,2,1,4,1
169,3,3,7,7
37,0,0,1,2
1062,3,13,47,5
128,0,0,5,3
206,0,3,9,1
126,0,0,0,0
129,0,1,2,0
56,0,0,2,0
1601,54,121,431,43
194,0,6,1,1
150,1,4,3,3
201,1,0,9,2
73,1,0,0,0
39,0,0,0,2
1761,8,14,15,5
40,1,0,0,1
453,0,9,4,1
271,22,125,12,13
892,2,8,18,1
3734,32,214,218,148
20,0,0,2,0
32,2,1,0,0
32,0,0,1,0
43,0,0,0,2
113,2,2,6,3
189,0,4,1,0
748,27,124,7,22
224,1,0,58,1
1536,11,16,11,2
9,0,0,0,0
38,0,0,0,0
114,1,2,9,0
50,0,0,0,0
37,0,1,0,1
86,1,7,6,2
159,1,0,0,0
165,3,5,2,1
209,0,1,2,1
100,3,1,1,3
79,2,0,2,0
147,3,0,0,0
350,0,0,3,0
536,5,8,16,3
10538,168,229,83,248
28223,481,962,3034,1326
178,1,59,20,4
696,6,10,12,6
1461,43,40,15,1
78,7,4,0,0
109,2,1,4,0
9,0,0,0,0
39,0,1,0,0
148,14,47,6,18
285,4,20,18,25
339,1,12,8,1
271,4,6,3,0
23,0,0,0,0
568,8,4,21,19
669,6,28,14,11
377,12,10,0,2
36,3,3,2,6
36,1,0,1,1
50,0,2,0,0
17,0,1,0,0
30,0,1,0,0
88,1,5,6,0
264,28,14,11,34
170,3,4,7,1
553,2,8,13,1
328,1,5,7,0
58,2,0,2,3
11,1,1,0,0
210,3,8,11,3
36,0,0,1,4
77,2,0,11,0
529,16,13,57,20
113,1,0,7,0
10,0,0,0,0
55,2,0,2,0
27,0,1,0,1
66,0,0,0,0
40,0,3,1,3
98,1,4,9,2
5,0,0,0,0
473,7,17,5,7
15,0,0,0,0
263,2,13,10,9
56,3,3,0,2
115,0,1,3,1
201,5,3,1,3
33,1,0,0,0
366,1,0,6,0
10,0,0,0,0
889,16,59,69,10
88,1,0,0,0
70,2,3,0,0
290,2,2,2,0
145,6,19,2,4
129,3,2,1,10
43,2,1,0,0
164,1,3,3,1
400,8,12,19,14
106,2,2,0,0
37,0,0,5,1
251,1,2,1,2
453,1,1,0,0
15,0,1,1,0
15,0,0,0,0
261,0,1,1,0
131,0,3,5,1
494,0,2,27,2
1351,14,29,5,6
20423,642,6792,1213,790
363,3,4,18,2
409,0,3,12,0
101,2,0,0,0
367,3,3,26,0
453,2,2,7,0
672,11,9,15,6
296,0,1,18,2
51,0,3,2,2
3995,8,49,6,4
43,0,0,6,0
357,10,18,24,14
161,0,0,5,0
47,0,2,0,0
20,0,0,0,0
51,0,0,0,0
141,0,1,2,1
579,27,17,19,30
62,4,0,6,10
164,2,0,1,0
43,0,1,0,0
291,5,2,1,2
44,3,6,0,2
276,1,17,3,0
33,7,1,0,3
1461,31,60,41,20
3311,15,67,32,20
117,0,16,14,3
542,22,14,48,58
2717,20,67,144,38
127,8,2,6,2
1847,105,524,30,176
148,7,0,0,1
391,6,78,39,37
86,2,3,15,4
157,3,0,1,4
36,1,0,1,0
73,8,2,1,4
72,2,10,3,2
66,1,0,0,0
31,1,0,0,0
58,0,0,0,0
290,17,16,31,31
339,9,5,26,21
261,1,6,14,0
91,1,0,3,0
72,3,4,0,0
23,0,0,0,0
153,0,0,12,0
37,2,3,0,4
660,5,9,49,24
413,2,19,5,6
524,13,26,39,22
507,9,41,52,0
152,6,2,8,1
140,10,8,7,2
43,0,3,2,1
7649,10,283,609,21
14,1,0,0,0
15,1,0,0,0
55,0,0,2,0
161,2,0,0,0
1276,26,84,53,61
726,15,36,18,4
59,1,0,0,0
25,5,1,0,4
111,10,5,4,11
7,0,0,0,0
26598,93,72,148,312
153,5,5,2,5
52,2,22,9,1
273,7,7,11,2
5258,15,52,30,6
16,0,0,0,2
652,5,6,1,0
11177,18,94,24,8
198,1,5,4,3
294,3,2,5,1
6762,33,218,224,144
16,1,0,0,0
1528,6,40,16,9
9,2,0,1,1
215,9,2,2,0
15,0,0,0,0
200,0,1,15,2
329,32,85,16,32
9,0,0,0,1
2313,27,87,19,11
96,5,1,5,6
155,1,1,4,8
500,27,33,34,33
84,5,3,2,0
252,2,2,10,3
71,1,3,0,0
4006,4,47,10,8
2312,6,23,41,13
145,0,0,12,2
151,6,1,9,5
164,1,2,5,2
165,4,2,55,1
225,8,1,5,4
9674,249,1958,171,351
588,3,45,2,0
247,10,9,3,10
849,10,7,11,5
51,8,12,1,15
2789,10,17,10,4
318,11,13,6,0
342,6,4,0,2
545,5,10,7,1
182,1,3,3,0
133,1,4,0,1
159,2,4,8,2
243,6,3,5,8
58,2,0,3,0
51,3,0,3,0
528,5,10,15,6
70,5,6,2,14
36,3,2,0,0
2340,6,12,6,5
661,14,75,12,69
1956,4,13,1,0
279,3,3,1,0
21,2,0,1,0
403,0,0,2,0
16,0,0,1,0
29,0,0,0,0
506,11,19,2,5
937,5,35,14,5
58,0,0,3,0
1305,4,12,25,1
964,9,48,65,10
586,10,43,3,13
19,2,0,0,4
42,0,0,3,1
245,6,4,6,11
3646,7,89,19,6
1370,3,21,7,0
7,0,0,0,0
153,3,5,3,0
25,6,7,1,2
236,14,2,13,0
86,2,1,1,2
189,2,25,3,2
75,2,0,0,1
4100,19,96,139,8
205,12,11,4,19
3225,18,15,52,1
306,16,26,15,3
627,30,13,3,11
3219,18,79,11,0
63,2,0,0,0
149,0,0,0,1
171,0,0,4,2
84,3,6,3,3
783,66,56,6,98
535,2,2,36,1
1132,14,18,4,6
215,15,40,17,34
209,14,15,1,27
1239,11,25,25,37
256,9,2,0,1
206,1,2,11,2
2025,136,103,139,108
1504,12,20,24,9
1353,6,44,18,2
3898,58,120,64,25
22,2,0,0,0
490,3,1,12,0
3164,27,8,28,6
35,0,0,0,0
625,9,14,25,6
386,3,11,27,2
109,2,0,0,0
79,2,2,2,1
1089,9,18,4,3
139,2,1,1,2
282,4,1,2,2
46,2,0,0,1
395,18,72,10,8
130,5,1,1,0
31,0,0,1,2
261,28,13,18,26
9889,13,229,96,2
286,21,5,4,4
110,1,1,2,0
306,1,0,11,1
2699,50,229,386,276
895,14,3,67,1
197,12,8,26,8
98,8,3,11,1
149,4,1,2,1
100,5,8,3,9
31,1,1,0,2
88,6,1,3,2
31,1,0,2,0
252,6,6,65,4
247,10,13,25,8
178,25,3,11,26
82,2,5,2,0
53798,350,776,3465,4668
8,0,0,0,0
2779,10,111,139,12
21,0,0,1,0
85,7,2,0,0
51,3,0,0,3
4383,31,7,8,3
52,1,0,0,1
204,0,0,2,0
183,19,33,1,1
68,14,9,8,2
33,0,0,0,2
124,5,18,6,25
65,1,1,5,0
39,3,0,0,0
5850,15,315,110,20
355,5,4,5,1
32,0,0,2,0
177,2,4,2,3
346,5,2,15,0
120,2,10,1,9
100,8,0,3,1
445,2,18,37,2
1034,32,18,32,33
39,0,0,3,0
17,0,0,0,0
933,10,11,9,4
163,1,4,4,0
197,14,6,1,3
69,1,3,0,2
252,17,26,19,14
90,0,1,5,2
498,5,10,4,0
27,0,0,0,0
90,2,0,12,1
277,1,5,8,1
93,1,9,3,0
48,0,0,1,1
59,1,2,0,0
120,0,4,4,0
2091,35,101,159,18
10,0,0,0,0
80,2,0,0,0
813,12,118,16,8
6652,154,593,407,536
42,3,1,0,0
59,0,0,0,3
299,11,1,18,9
138,1,0,6,1
84,7,2,9,2
298,5,80,17,2
102,13,3,4,6
1589,8,13,5,2
819,3,11,18,10
106,0,2,5,2
14,0,0,0,0
155,1,2,1,0
1747,2,6,3,2
268,22,4,5,19
598,9,32,26,5
807,28,79,79,68
652,5,11,6,10
537,43,16,4,13
251,1,7,11,1
33,0,0,0,0
26,2,0,0,0
29,0,1,1,0
151,0,3,6,1
2229,15,64,69,9
165,1,4,3,2
160,7,2,13,1
468,15,14,9,1
45,1,4,0,0
315,5,6,3,3
83,0,0,3,0
45,0,0,0,0
93,1,1,4,3
88,1,5,5,6
16,0,4,0,0
79,5,8,4,2
695,6,22,0,5
604,3,52,5,1
543,17,8,18,3
39,1,1,0,0
30,1,0,1,1
343,6,16,11,2
257,3,19,25,0
129,1,3,6,0
148,1,0,4,2
230,3,9,6,7
35,0,2,0,3
214,1,3,1,0
333,3,7,6,3
46,3,0,2,1
35,0,0,0,0
667,12,27,64,18
672,0,1,0,0
329,2,5,18,0
76,0,0,0,2
1481,3,23,40,9
28,0,1,1,0
1216,3,36,29,2
2045,1,5,120,1
255,6,3,10,16
75,0,2,0,2
122,8,1,6,4
290,1,0,4,0
130,1,0,7,1
50,1,7,1,0
89,0,12,0,2
73,0,1,2,4
24,0,0,2,0
226,0,0,1,0
41,0,1,0,0
33,6,2,1,5
79,5,0,3,4
409,21,19,1,4
174,3,14,18,0
214,1,10,21,0
22,0,1,0,0
186,5,7,3,3
237,6,4,12,1
1251,5,21,40,18
58,13,37,5,9
56,1,0,1,2
554,4,18,26,5
490,4,6,5,5
205,0,1,3,0
208,1,0,0,0
148,11,10,4,8
14,2,0,0,0
135,9,3,0,5
7,0,0,0,0
57,1,0,0,2
289,2,19,9,2
2132,5,17,38,4
146,4,2,10,14
8,0,0,0,0
217,4,7,0,4
890,6,3,6,2
115,1,2,4,0
43,0,0,0,0
342,1,0,6,1
40,0,1,0,0
12,1,0,1,0
35,1,0,0,0
308,2,2,32,0
375,8,6,9,13
195,1,6,8,2
26,0,0,0,0
390,7,21,65,5
135,0,9,4,0
329,6,7,76,2
163,5,29,5,0
3633,14,84,28,5
209,0,0,2,0
22,1,1,1,0
102,31,27,5,32
141,11,8,7,15
22,0,0,0,0
349,10,19,24,14
53,0,0,2,0
280,3,4,12,2
20,0,0,0,0
38,1,1,0,2
302,4,5,11,3
355,7,18,6,9
2164,11,15,51,12
11,0,0,0,0
5490,12,18,279,14
49,3,1,0,2
263,9,6,11,1
241,1,7,2,1
131,4,2,0,2
28,0,3,2,0
57,1,0,1,0
155,2,7,2,1
44,0,0,0,1
1341,2,11,17,6
110,10,3,1,7
353,5,24,10,16
163,1,7,2,4
86,0,1,2,0
16,0,0,0,0
56,3,3,2,4
377,9,8,2,9
3480,8,72,39,2
933,12,11,39,12
10279,205,422,747,628
182,1,6,8,3
41,2,0,1,0
134,11,3,14,7
108,3,6,0,4
74,0,0,0,0
7494,14,145,177,5
85,12,0,3,4
352,4,1,21,1
37,3,2,0,0
169,0,1,4,0
32,3,3,0,3
51,1,0,2,3
112,20,6,4,8
39,0,0,1,0
293,3,49,6,11
1914,21,35,7,20
40,0,0,1,0
263,3,4,0,2
25,0,0,1,2
18,0,0,0,0
758,5,10,8,2
52,2,0,1,0
299,0,4,13,2
13254,190,1059,86,986
49,2,4,9,1
3425,43,58,86,24
78,2,12,1,2
217,4,9,7,6
140,5,3,1,1
393,3,9,0,0
2592,0,3,1,2
33038,376,1145,4417,1002
485,4,16,0,0
793,29,41,55,28
11717,83,157,523,227
84,1,6,2,0
90,2,0,1,1
44,0,1,1,1
167,2,0,6,0
175,0,0,6,0
1210,50,141,101,70
43,2,3,1,4
38,2,0,0,0
4023,67,76,74,53
21,0,2,1,0
57,0,2,4,1
15,0,0,0,0
26,0,1,1,0
229,38,13,2,25
1441,2,69,56,4
1477,8,47,80,13
103,3,2,1,4
773,31,109,114,18
85,0,0,0,0
23,1,0,0,0
12,0,0,1,0
103,4,0,0,5
233,2,8,2,7
176,2,3,0,0
283,8,3,1,1
355,3,2,1,0
109,1,2,4,2
85,0,0,0,1
430,16,12,33,36
1344,19,77,65,25
53,1,1,2,1
216,7,2,4,2
219863,760,8977,12236,14473
2747,287,183,74,325
123,9,5,1,4
330,4,25,8,4
3871,42,295,19,81
113,13,1,1,4
9,0,2,0,0
65,0,0,0,0
649,11,26,16,10
367,1,4,5,3
64,1,0,5,2
53,0,0,8,1
4820,105,78,52,37
1095,35,27,52,97
157,0,1,2,1
55,0,1,4,2
668,3,3,4,3
3514,22,17,59,0
181,2,1,7,0
1046,17,34,30,27
81,2,1,2,0
1344,2,23,35,6
1259,8,49,21,18
128,11,4,5,3
92,0,0,1,0
48,4,2,0,0
49,1,0,4,0
331,5,16,2,6
260,4,3,2,10
744,6,1,5,2
76,4,0,14,1
491,5,3,5,2
1252,5,34,67,25
387,6,3,8,10
892,5,12,9,5
739,4,16,33,1
218,0,1,4,0
2480,6,59,19,9
107,0,2,1,2
24,1,2,0,2
95,4,0,1,1
169,8,9,0,4
51,2,0,2,4
9594,70,158,122,119
61,0,0,0,0
154,13,6,4,5
113,3,0,0,1
100,0,0,1,2
26,0,0,0,0
116,1,2,0,2
559,3,3,25,2
37,2,1,0,2
242,10,6,8,13
266,5,33,13,8
299,10,10,28,20
2044,38,179,7,28
21,0,0,1,0
934,2,2,32,6
70,0,4,3,3
143673,277,1429,2668,180
687,39,50,4,26
3731,8,36,10,6
1426,15,89,3,39
652,42,46,62,34
347,1,2,6,0
90,3,1,1,4
69,0,0,0,2
465,3,4,21,1
139924,892,5157,691,2721
125,0,0,1,2
71254,488,1609,8177,4740
909,28,172,8,50
15,0,0,1,0
31,2,3,0,3
402,8,7,27,15
192,1,2,0,2
243,2,0,6,2
59111,178,746,1157,557
140,1,38,14,3
447,8,3,13,2
789,4,78,20,2
2403,38,209,36,140
2242,8,28,10,4
279894,848,4363,13222,18060
797,4,12,3,7
115,6,0,8,3
314,0,11,11,1
20,0,0,2,0
3757,88,100,75,76
627,29,27,10,5
240,3,0,2,0
642,28,21,21,64
52,3,1,0,0
289,12,2,19,2
112,3,60,1,0
3060,56,46,27,23
413,71,105,12,57
105,7,0,4,2
493,5,10,16,0
401,2,16,7,2
20,0,0,3,0
655,1,3,4,2
278,18,2,5,4
29,0,0,1,0
41,1,0,2,3
521,14,19,62,26
356,1,30,4,35
74,1,3,6,3
33,4,0,1,0
188,1,1,7,0
328,10,13,64,2
58,0,0,1,0
821,10,30,42,18
89,2,1,0,1
1098,1,2,23,1
93,1,1,6,0
17,2,0,1,0
1782,5,43,3,4
702,1,3,1,0
8,0,0,0,0
521,21,22,33,32
988,2,31,11,11
12298,25,126,199,24
1219,36,56,10,46
1855,13,67,33,38
13,0,0,0,0
268,6,7,5,3
229,1,14,14,1
58,3,10,3,9
59,6,4,2,1
50,3,0,0,0
13,0,0,0,0
282,4,7,3,0
223,2,9,1,0
211,12,16,18,18
1760,13,24,135,35
39,2,1,0,1
38,2,1,0,0
167,0,0,0,0
44,0,0,0,0
1532,8,29,29,16
432,14,9,12,8
94,0,1,0,0
317,1,5,0,0
62,0,0,0,0
267,9,0,2,12
300,3,8,20,6
882,24,36,4,31
45,4,0,1,0
187,0,0,0,0
892,10,7,13,9
283,32,134,14,12
94,3,8,3,4
3,0,0,0,0
15,0,0,0,0
60,4,1,1,2
672,2,4,5,0
112,2,5,4,1
3,0,0,0,0
427,8,13,23,7
243,0,1,13,4
46,0,6,2,4
922,3,26,6,14
58,0,0,1,1
6880,68,709,50,193
302,2,2,2,0
6,0,0,0,1
15994,70,2283,1253,135
48,3,0,0,0
545,4,6,3,3
999,2,22,2,6
771,3,16,1,2
2,0,0,0,1
188,0,1,16,0
84,3,0,0,0
463,9,29,19,32
39,1,0,0,0
88,0,5,0,0
4,0,0,0,0
6,0,0,0,1
84,4,2,0,0
250,6,9,6,4
39142,87,603,105,119
3,0,0,0,0
183,2,3,6,1
35,0,0,0,1
603,1,12,0,3
92,0,1,1,1
6,0,0,0,0
235,0,17,6,2
18900,26,59,80,9
1173,9,4,68,5
32,1,0,0,0
1013,14,17,26,36
436,7,2,0,0
487,12,41,2,37
49,2,0,2,1
693,11,19,16,15
1081,5,28,14,12
87,3,3,9,0
899,2,18,3,0
3,0,0,0,0
37,1,1,0,1
9549,12,325,174,8
5,0,0,0,0
87,1,3,0,0
285,7,17,5,6
48,0,3,0,0
58,3,2,0,1
255,9,22,13,14
227,4,6,5,0
28,2,0,2,0
129,0,0,4,0
1544,30,79,33,27
4293,23,47,24,26
4,0,0,0,0
103,4,0,5,1
2211,10,274,154,46
41,5,1,3,10
279,8,1,15,2
532,21,121,62,11
958,6,97,61,11
13482,146,2621,945,659
253,3,0,11,0
13,0,0,0,0
174,6,3,12,3
58,0,0,1,0
23,0,1,0,0
20,0,0,0,0
184,2,10,2,7
348,0,7,15,1
428,0,3,3,3
85123,88,463,448,128
1711,4,57,26,29
221,2,1,3,0
548,13,3,8,18
2046,78,233,31,108
116,1,9,0,0
544,21,12,22,31
56,0,1,1,0
293,3,6,6,0
55,4,5,1,8
28,0,0,2,0
368,4,8,13,5
83,7,5,14,2
16,0,0,0,2
415,7,26,24,22
88,0,14,1,6
2451,45,90,40,71
117,3,1,10,2
40,0,1,0,0
24,0,0,2,0
1789,66,53,15,68
451,13,65,9,5
79,1,2,2,3
214,2,2,1,0
122,15,23,5,12
149,0,0,4,0
151,9,0,5,11
263,0,0,1,5
40,2,1,3,2
217,11,7,18,16
118,11,7,18,10
1514,36,116,15,29
13,0,0,0,0
216,2,4,5,10
46,3,1,0,0
31748,228,695,546,573
13,1,3,0,0
295,2,14,19,4
1333,12,12,19,9
58,0,0,0,0
885,7,8,4,0
101,1,0,3,0
97,4,0,0,0
75,0,0,0,0
280,8,5,5,3
727,2,11,28,5
167,3,2,3,1
165,7,9,5,8
757,0,28,11,3
483,2,6,6,2
1127,4,17,1,15
88,2,0,4,0
1231,16,54,79,45
68,0,0,0,0
1687,11,219,132,29
215,6,2,2,3
194,2,7,3,9
34,0,0,0,4
227,3,9,35,4
257,0,2,33,1
442,8,4,20,16
456,3,13,23,21
1050,4,13,13,6
11,0,0,1,3
7904,72,1074,26,507
642,15,22,7,25
20,0,0,2,0
2956,20,58,119,23
90,2,2,0,8
449,0,27,27,0
2930,21,47,32,18
69,3,1,1,1
211,7,2,0,1
530,2,8,8,0
20,0,0,2,0
235,10,34,2,24
67,25,9,2,2
64,6,4,0,14
58,0,0,0,0
52,3,3,4,1
3,0,0,0,0
41,3,0,0,2
319,1,2,15,4
61,1,6,1,2
178,6,1,1,0
231,4,6,23,8
325,12,20,13,5
230,5,7,2,3
212,2,10,25,0
309,4,0,2,1
26,3,2,1,4
165,4,1,2,0
55,3,52,3,1
39,3,2,2,10
101,1,2,1,4
143,0,0,23,2
12,0,0,0,0
335,1,3,4,0
210,12,24,2,12
122,8,5,4,10
97,0,0,0,0
30165,63,734,163,53
1559,31,143,2,6
49,0,0,0,0
15,2,0,1,1
29,0,0,0,0
47,0,0,0,0
332,4,5,16,5
20,0,0,0,0
91,0,0,0,1
50,0,0,1,1
106,0,2,6,4
297,5,32,59,3
26,0,0,0,2
594,32,55,52,38
42,2,1,2,0
167,4,31,4,9
37,0,2,0,0
22618,57,439,72,34
90,3,13,3,4
96,8,2,0,6
29,0,0,0,0
10597,30,95,580,12
66,1,3,2,4
48,4,1,5,1
4222,76,725,76,418
73,0,1,2,2
3243,46,461,38,27
3397,121,601,386,190
34,10,0,0,0
408,20,13,1,3
38,0,0,0,0
210,4,2,2,2
471,2,5,9,6
231,18,4,7,17
3379,281,214,487,643
502,12,22,28,15
1443,34,133,12,50
458,1,10,6,1
243,3,2,4,15
46,0,0,0,0
3366,23,274,262,36
52,0,1,0,0
1865,31,45,6,0
753,9,17,6,1
110,2,19,12,3
118,1,1,0,1
5,0,0,0,0
31,3,8,1,3
1404,8,22,8,9
1821,7,8,12,8
800,12,45,21,10
331,2,24,23,4
298,4,4,28,6
71,2,3,0,0
581,3,122,150,5
65869,98,273,103,97
14,2,1,1,6
60,0,0,0,0
1503,10,18,25,18
2391,4,14,49,2
113,0,11,15,1
6804,28,424,102,19
1385,10,65,96,2
769,12,3,4,0
201,4,3,7,3
14,0,0,1,2
344,16,23,15,7
1630,12,88,43,0
182,10,7,2,4
28,0,0,1,0
101,4,1,0,2
333,5,8,8,2
182,0,4,5,9
43,2,1,2,0
1516,12,28,37,5
27,0,0,0,0
30,1,1,0,1
54,0,1,1,2
1227,27,30,6,4
71,0,1,0,0
232,0,21,6,2
932,32,53,6,28
484,4,11,37,6
40,0,0,1,0
33,1,0,1,2
76,2,12,4,3
228,17,9,20,13
37,1,1,1,0
69,0,1,0,0
16,0,0,1,0
4224,70,105,296,63
25,0,0,2,2
43,2,4,2,1
47,2,2,5,1
730,5,14,9,0
103,1,12,3,6
1485,14,96,118,25
1776,9,33,57,41
9645,12,182,816,14
87,0,1,1,0
424,1,17,6,2
2514,54,76,183,198
66,0,0,5,1
2024,12,133,17,4
198,2,13,22,4
204,3,13,11,3
811,22,54,75,24
160,1,1,4,1
153,0,2,10,5
471,1,13,9,2
389,12,9,3,4
65,4,0,9,7
32,0,0,0,0
29,2,0,0,0
83,1,2,3,0
145,2,3,4,2
328,0,0,4,1
336,29,5,33,14
3156,32,91,116,90
333,0,13,11,0
95,3,6,1,3
4400,19,235,13,32
923,7,10,41,5
182,0,1,0,2
26,0,0,1,2
28,0,0,0,0
578,4,4,8,0
4796,61,151,412,42
337,2,6,7,6
1588,9,14,6,3
214,2,4,10,5
144,1,0,0,1
1020,11,2,19,3
241,2,2,14,0
154,10,39,10,3
27,0,0,2,2
187,2,0,1,5
267,0,5,9,0
262,0,2,0,2
10,0,0,1,0
230,2,16,4,4
151,0,7,9,1
101,1,0,0,1
230,0,1,1,1
536,1,27,24,2
170,1,0,2,3
78,1,2,9,3
456,30,19,7,10
106,1,0,6,2
138,9,2,2,3
32,0,0,0,0
57,3,1,0,0
25,0,1,0,4
621,9,50,6,14
1122,9,22,145,4
323,9,22,32,17
862,96,53,9,32
866,1,4,4,0
852,8,5,34,2
232,0,4,6,8
544,14,21,6,2
29,2,0,0,0
800,11,21,24,1
21,0,0,0,0
92,9,0,2,0
144,0,3,9,1
27,0,2,0,0
365,3,11,26,7
1030,11,30,4,8
131,2,1,1,7
117,2,3,1,3
591,29,163,46,7
154,3,3,4,8
46,0,1,3,6
1164,13,56,24,12
146,0,0,2,0
81,2,7,0,2
105,0,0,3,0
57,0,1,0,0
165,5,36,0,6
45,0,1,1,0
19335,219,317,119,313
175,0,1,5,2
27,4,2,1,2
46,0,0,0,0
2032,6,2,78,2
617,17,90,77,18
47,1,5,0,0
148,32,3,11,2
139,3,0,3,3
478,4,6,7,2
1359,18,23,8,3
102,0,0,4,1
199,0,1,2,1
23,0,1,2,0
103,1,1,0,0
13,2,1,1,0
163,1,3,5,2
104,1,4,10,4
7,0,0,0,0
907,14,106,45,16
476,8,16,9,3
145,1,3,2,1
83,1,6,5,6
138,3,1,8,0
34,1,1,0,0
28,0,2,0,4
112,8,13,2,8
53,0,0,0,1
431,5,10,18,16
13599,33,246,336,82
266,8,2,9,0
87,1,1,0,0
104,4,10,15,7
7372,123,814,654,279
55,3,3,1,1
485,6,3,1,2
243,1,6,2,2
157,2,6,1,3
69108,455,2592,2509,6519
11125,589,408,72,233
1017,15,46,43,19
679,7,17,16,2
353,10,30,8,25
9,0,0,1,1
1135,20,8,2,4
56,0,0,0,0
51,0,1,1,2
2036,18,132,18,18
221,9,1,1,5
65,8,1,3,6
89,4,0,2,4
48,4,2,0,0
1269,5,25,6,3
9,1,0,0,0
98,2,8,3,9
19,0,0,2,2
67,6,5,1,3
9303,27,91,19,22
81,3,1,0,0
41,1,0,1,0
77,4,1,6,14
74,1,5,0,3
53,4,4,0,0
107,0,1,0,0
66,1,1,0,6
80,1,0,0,0
721,8,21,75,14
625,21,24,75,61
320,7,35,2,12
47,4,1,0,1
87,6,16,1,9
536,7,20,4,0
391,3,5,7,1
178,9,12,2,13
38,1,1,1,0
25,2,1,1,1
204,0,0,2,2
130,0,1,1,0
238,11,3,3,6
335,30,41,14,96
690,45,9,12,26
197,2,8,1,0
397,3,6,9,1
195,8,11,6,7
129,3,3,3,3
80,3,2,1,4
149,0,3,2,0
1154,21,29,15,6
35,2,0,3,1
162,0,1,9,0
105,0,1,2,0
233,4,16,5,2
94,19,4,2,5
17,0,0,0,0
1168,18,37,8,30
112,10,16,1,11
147,4,2,0,2
68,0,0,5,0
171,1,1,10,0
127,2,3,5,4
39,5,1,0,4
779,14,97,63,46
905,77,32,42,109
140,1,1,4,2
375,2,20,4,11
59,3,0,3,2
102,0,3,0,0
1125,7,46,13,10
4800,27,176,95,14
252,2,12,1,5
20,0,0,1,0
289,4,1,16,3
61,0,2,0,0
220,4,13,9,2
438,3,10,2,7
142,4,15,4,2
69,6,3,4,11
665,35,61,71,24
6994,10,183,189,6
514,9,13,8,5
62,9,0,3,2
1606,4,21,60,8
137,1,5,3,3
438,17,45,59,36
542,12,29,10,11
101,9,4,1,3
980,2,10,16,0
312,0,17,9,1
25,1,0,0,0
27,0,0,0,0
26,1,2,0,2
4713,46,342,243,83
398,10,6,2,3
234,1,2,4,0
17,0,0,0,0
7603,43,138,1108,159
87,0,0,9,0
101,3,4,7,5
321,6,29,9,8
14,0,0,0,0
115,6,2,3,15
194,9,1,14,2
537,2,25,9,4
199,7,26,2,9
21,1,0,0,0
342,3,3,2,4
66,8,1,0,2
49,3,17,0,2
213,3,1,4,4
330,3,0,2,0
33,1,3,0,0
1511,12,22,21,14
27,0,0,3,2
374,4,12,30,8
71,0,0,0,0
145,0,0,0,4
753,2,3,11,4
11090,139,257,281,234
176,9,7,3,9
22,0,0,0,3
7,0,0,0,0
158,21,21,6,20
29,0,2,1,7
509,12,18,30,26
10,0,0,0,0
902,4,2,7,1
88,1,0,0,0
263,4,9,16,7
783,2,3,7,0
28,2,16,1,1
354,29,103,74,74
519,3,16,22,4
734,6,10,28,12
718,11,0,41,3
534,4,9,9,0
692,1,7,26,8
23,0,0,0,0
4,0,0,0,0
2102,40,270,189,109
109,3,5,11,2
26,0,1,1,0
3710,76,586,52,36
18567,67,1079,507,32
44,3,4,1,3
1168,55,33,3,15
428,1,18,4,2
5241,57,464,74,18
97,1,3,2,2
785,3,23,19,0
123,1,5,1,13
1177,5,11,95,9
35,1,1,0,2
1617,10,14,2,0
84,2,122,2,4
59,0,2,2,2
35,0,0,1,0
760,23,15,156,12
1071,3,20,37,4
73,5,4,8,5
1179,14,25,8,5
109,75,26,2,11
50,2,4,2,0
4401,49,363,118,56
258,4,22,4,10
45,1,1,2,0
592,10,3,2,36
1150,14,28,21,14
29,0,3,1,2
92,0,6,1,1
155,0,0,1,0
128,1,1,4,3
27,0,0,1,0
696,9,16,6,9
20,3,1,0,0
123,0,0,1,0
90,2,1,0,0
211,0,3,2,0
5282,29,201,113,67
338,9,11,62,4
1071,8,13,44,13
39,12,0,1,10
3501,9,112,302,11
117,4,1,4,2
449,3,5,11,4
480,8,18,7,2
6849,60,213,470,128
197,33,12,0,2
757,4,8,14,1
133,3,2,8,0
1051,9,16,6,2
1121,3,30,10,0
665,4,4,7,5
2294,5,2,160,2
167,2,2,1,0
102,6,20,7,15
338,19,28,40,31
33,2,3,0,2
16,2,0,0,0
186,4,0,0,3
57,7,2,0,12
40,2,0,3,5
40,0,1,1,2
403,2,5,19,2
94,4,0,0,3
